순번,영화명,감독,제작사,수입사,배급사,개봉일,영화형태,국적,전국 매출액,전국 관객수,장르,등급,영화구분
2498,패솔로지,마크 쉬홀르만,,(주)누리픽쳐스,롯데쇼핑㈜롯데엔터테인먼트,2008-04-17,장편,미국,569157500,91253,공포(호러),청소년관람불가,일반영화
2499,포커스,글렌 피카라 존 레쿼,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-02-26,장편,미국,702878700,91164,코미디,15세이상관람가,일반영화
2500,마마,안드레스 무시에티,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2013-01-23,장편,미국,662161500,91143,공포(호러),15세이상관람가,일반영화
2501,데쓰 프루프,쿠엔틴 타란티노,,스폰지,영화사청어람(주) (주)엠엔에프씨,2007-09-06,장편,미국,0,91066,액션,청소년관람불가,일반영화
2502,타워 하이스트,브렛 래트너,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2011-11-17,장편,미국,631715500,90840,액션,12세이상관람가,일반영화
2503,노 게임 노 라이프 -제로-,이시즈카 아츠코,,(주)애니플러스,(주)박수엔터테인먼트,2017-10-19,장편,일본,739368300,90718,애니메이션,12세이상관람가,독립/예술영화
2504,둠스데이:지구 최후의 날,닐 마샬,,데이지엔터테인먼트,영화사청어람(주),2008-06-19,장편,미국,598350500,90666,SF,청소년관람불가,일반영화
2505,써니 감독판,강형철,(주)알로하픽쳐스 (주)토일렛픽쳐스,,(주)씨제이이엔엠,2011-07-28,장편,한국,698549500,90562,드라마,청소년관람불가,일반영화
2506,시몬,앤드류 니콜,,(주)씨네월드,(주)씨네월드,2003-01-17,장편,미국,0,90485,SF,15세관람가,일반영화
2507,데스 센텐스,제임스 왕,,데이지엔터테인먼트,영화사청어람(주) (주)엠엔에프씨,2007-12-06,장편,미국,0,90373,액션,청소년관람불가,일반영화
2508,고티카,마티유 카소비츠,다크 캐슬 엔터테인먼트 워너 브러더스 픽쳐스 콜럼비아트라이스타영화㈜,콜럼비아 픽쳐스 코포레이션,한국소니픽쳐스릴리징브에나비스타영화㈜,2004-04-02,장편,미국,0,90062,공포(호러),15세관람가,일반영화
2509,H(에이치),이종혁,(주)영화사봄,,에이라인,2002-12-19,장편,한국,0,90000,스릴러,15세관람가,일반영화
2510,주디,루퍼트 굴드,,(주)퍼스트런,TCO(주)더콘텐츠온,2020-03-25,장편,영국,738851760,89719,드라마,12세이상관람가,독립/예술영화
2511,완벽한 파트너,박헌수,(주)영화사참 락시픽쳐스,,타임스토리그룹(주),2011-11-17,장편,한국,676141000,89526,코미디,청소년관람불가,독립/예술영화
2512,더 보이,데이빗 야로베스키,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2019-05-23,장편,미국,776591970,89429,공포(호러),15세이상관람가,일반영화
2513,더 매직: 리틀톰과 도둑공주,어네스토 파드롱,,(주)올스타엔터테인먼트,㈜코리아스크린 와이드 릴리즈(주),2015-09-24,장편,스페인,653636700,89358,애니메이션,전체관람가,독립/예술영화
2514,슈퍼미니,토마스 자보 헬레네 지라드,,판씨네마(주),판씨네마(주),2014-04-10,장편,프랑스,640234500,89328,애니메이션,전체관람가,일반영화
2515,오베라는 남자,하네스 홀름,,(주)싸이더스,(주)싸이더스 (주)디스테이션,2016-05-25,장편,스웨덴,711736888,89103,드라마,12세이상관람가,독립/예술영화
2516,기묘한 이야기,호시 마모루 오치아이 마사유키 오구라 히사오 스즈키 마사유키,,제이넷이미지(주),이십세기폭스코리아(주),2003-02-21,장편,일본,0,89000,공포(호러),18세관람가,일반영화
2517,페이스 블라인드,줄리앙 마그넷,,(주)영화사폴,(주)마인스 엔터테인먼트,2012-06-21,장편,미국,660556169,88977,범죄,청소년관람불가,일반영화
2518,더 콜,브래드 앤더슨,,(주)포커스엔터테인먼트,(주)넥스트엔터테인먼트월드(NEW),2013-06-20,장편,미국,626952634,88953,스릴러,청소년관람불가,일반영화
2519,콜드 라잇 오브 데이,마브룩 엘 메크리,,씨너스엔터테인먼트(주),씨너스엔터테인먼트(주),2012-05-17,장편,미국,636555090,88522,액션,15세이상관람가,일반영화
2520,레이니 데이 인 뉴욕,우디 앨런,,그린나래미디어(주),그린나래미디어(주) (주)버킷스튜디오,2020-05-06,장편,미국,784272200,88440,코미디,15세이상관람가,독립/예술영화
2521,살인자,이기욱,(주)홍필름,,(주)영화사 빅,2014-01-15,장편,한국,656849000,88199,스릴러,청소년관람불가,독립/예술영화
2522,레고 무비2,마이크 미첼,,워너브러더스 코리아(주),워너브러더스 코리아(주),2019-02-06,장편,미국,680374040,88105,애니메이션,전체관람가,일반영화
2523,미드소마,아리 애스터,,찬란,(주)팝엔터테인먼트,2019-07-11,장편,미국,800891816,88055,공포(호러),청소년관람불가,독립/예술영화
2524,그대 이름은 장미,조석현,(주)엠씨엠씨,,(주)리틀빅픽쳐스,2019-01-16,장편,한국,735782970,88054,코미디,12세이상관람가,일반영화
2525,비몽,김기덕,(주)김기덕 필름 스폰지,,(주)스폰지이엔티,2008-10-09,장편,한국,585055618,87963,드라마,청소년관람불가,독립/예술영화
2526,락 오브 에이지,아담 쉥크만,,워너브러더스 코리아(주),워너브러더스 코리아(주),2012-08-02,장편,미국,634870496,87915,뮤지컬,15세이상관람가,일반영화
2527,렛 미 인,토마스 알프레드슨,,씨네그루(주)다우기술 데이지엔터테인먼트,씨네그루(주)다우기술 (주)영화사구안,2008-11-13,장편,스웨덴,587407378,87908,공포(호러),15세이상관람가,독립/예술영화
2528,몬스터 콜,후안 안토니오 바요나,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2017-09-14,장편,스페인,686273900,87841,판타지,12세이상관람가,독립/예술영화
2529,사우스포,안톤 후쿠아,,(주)스마일이엔티,씨네그루(주)다우기술,2015-12-03,장편,미국,649386248,87426,드라마,15세이상관람가,일반영화
2530,내일의 기억,츠츠미 유키히코,도에이,거원시네마(주),유니버설픽쳐스인터내셔널 코리아(유),2007-05-10,장편,일본,0,87354,드라마,12세이상관람가,일반영화
2531,갤로우즈,트래비스 클러프 크리스 로핑,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-09-03,장편,미국,674767406,87301,공포(호러),15세이상관람가,일반영화
2532,팅커 테일러 솔저 스파이,토마스 알프레드슨,,(주)화인픽쳐스,(주)드림팩트엔터테인먼트 팝엔터테인먼트,2012-02-09,장편,영국,648304500,87155,스릴러,15세이상관람가,일반영화
2533,김복동,송원근,한국탐사저널리즘센터,,(주)엣나인필름,2019-08-08,장편,한국,696375860,87139,다큐멘터리,12세이상관람가,독립/예술영화
2534,내쇼날 시큐리티,데니스 듀간,콜럼비아트라이스타,한국소니픽쳐스릴리징브에나비스타영화㈜,콜럼비아트라이스타,2003-05-16,장편,미국,0,87064,액션,12세관람가,일반영화
2535,나나,오타니 겐타로,티비에스 토호 픽쳐스,대원디지털엔터테인먼트,(주)엠케이픽처스,2006-03-30,장편,일본,0,86855,드라마,12세관람가,일반영화
2536,셜록 놈즈,존 스티븐슨,,(주)다자인소프트,(주)키다리이엔티 (주)삼백상회,2018-10-03,장편,미국,644661200,86784,애니메이션,전체관람가,독립/예술영화
2537,펭귄 - 위대한 모험(다큐),뤽 자케,,(주)유레카픽쳐스,(주)튜브엔터테인먼트,2005-08-11,장편,프랑스,0,86623,다큐멘터리,전체관람가,일반영화
2538,허큘리스,브렛 래트너,,워너브러더스 코리아(주),워너브러더스 코리아(주),2014-08-06,장편,미국,669733800,86528,액션,15세이상관람가,일반영화
2539,플로리다 프로젝트,션 베이커,,오드,오드,2018-03-07,장편,미국,726925600,86406,드라마,15세이상관람가,독립/예술영화
2540,시리아나,스티븐 개건,워너 브러더스 픽쳐스,워너브러더스 코리아(주),워너브러더스 코리아(주),2006-03-30,장편,미국,0,86400,스릴러,15세관람가,일반영화
2541,슈퍼 프렌즈,이경호 이원재,㈜디지아트프로덕션,,(주)키다리이엔티,2016-08-10,장편,한국,633274600,86293,애니메이션,전체관람가,독립/예술영화
2542,보리울의 여름,이민용,엠피엔터테인먼트(주),,아우라엔터테인먼트,2003-04-25,장편,한국,0,86000,드라마,전체관람가,독립/예술영화
2543,여고생 시집가기,오덕환,(주)더존필름,,무비즈엔터테인먼트㈜,2004-12-23,장편,한국,0,85840,코미디,15세관람가,일반영화
2544,엘프,존 파브로,뉴라인 시네마,(주)월드시네마,이십세기폭스코리아(주),2004-12-15,장편,미국,0,85614,코미디,전체관람가,일반영화
2545,숀더쉽,마크 버튼 리처드 스타잭,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2015-08-13,장편,영국,592435000,85568,애니메이션,전체관람가,독립/예술영화
2546,디 아이,데이빗 모로 자비에 팔뤼,,(주)쇼박스,(주)쇼박스,2008-06-05,장편,미국,542600500,85559,공포(호러),15세이상관람가,일반영화
2547,빅 아이즈,팀 버튼,,판씨네마(주),판씨네마(주),2015-01-28,장편,미국,651316335,85200,드라마,12세이상관람가,독립/예술영화
2548,레전드 오브 래빗,순리준,,(주)누리픽쳐스,(주)화앤담이엔티,2012-02-22,장편,중국,581200500,85184,애니메이션,전체관람가,일반영화
2549,유스,파올로 소렌티노,,그린나래미디어(주),그린나래미디어(주),2016-01-07,장편,이탈리아,661767600,85166,드라마,15세이상관람가,독립/예술영화
2550,상성: 상처받은 도시,유위강 맥조휘,,(주)쇼박스,(주)쇼박스,2007-05-31,장편,홍콩,0,85076,액션,청소년관람불가,일반영화
2551,필립모리스,존 레쿼 글렌 피카라,유로파 Corp. 매드 챈스,㈜케이디미디어,㈜케이디미디어,2010-07-01,장편,프랑스,649568183,84859,코미디,청소년관람불가,일반영화
2552,옥보단 3D,손립기,,,(주)화앤담이엔티,2011-05-12,장편,홍콩,969826000,84798,드라마,청소년관람불가,일반영화
2553,나의 청춘은 너의 것,주동 대몽영,오드,,오드 (주)홈초이스,2020-04-29,장편,대만,714892500,84442,멜로/로맨스,12세이상관람가,독립/예술영화
2554,극장판 썬더일레븐GO : 궁극의 우정 그리폰,미야오 요시카즈,,(주)씨제이이엔엠,에이원엔터테인먼트,2012-05-24,장편,일본,574947000,84255,애니메이션,전체관람가,일반영화
2555,어린 왕자,최종현,(주)앤알커뮤니케이션 (주)피플앤픽쳐스,,롯데쇼핑㈜롯데엔터테인먼트,2008-01-17,장편,한국,493292500,84015,드라마,12세이상관람가,일반영화
2556,왼편 마지막 집,데니스 일리아디스,로그 픽쳐스,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2009-09-03,장편,미국,632634348,83864,공포(호러),청소년관람불가,일반영화
2557,뉴욕 아이 러브 유,알렌 휴즈 파티 아킨 조슈아 마스턴 미라 네이어 이와이 슌지 나탈리 포트만 세자르 카푸르 이반 아탈 강문 브렛 래트너,,㈜케이디미디어,㈜케이디미디어,2009-10-22,장편,미국,647982325,83600,코미디,15세이상관람가,일반영화
2558,신은 죽지 않았다 3: 어둠 속의 빛,마이클 메이슨,,(재)CBS,(주)영화사 그램 (재)CBS,2018-07-19,장편,미국,646846900,83474,드라마,12세이상관람가,독립/예술영화
2559,거미숲,송일곤,(주)오크필름,,영화사청어람(주),2004-09-03,장편,한국,0,83411,미스터리,18세관람가,독립/예술영화
2560,스위치,조쉬 고든 윌 스펙,보나피데프로덕션즈,(주)새인컴퍼니,씨너스엔터테인먼트(주),2010-12-01,장편,미국,564596900,83346,멜로/로맨스,15세이상관람가,일반영화
2561,와일드,장 마크 발레,,이십세기폭스코리아(주),이십세기폭스코리아(주),2015-01-22,장편,미국,665271800,83334,드라마,청소년관람불가,독립/예술영화
2562,짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,하시모토 마사카즈,,대원미디어(주),롯데쇼핑㈜롯데엔터테인먼트,2014-04-03,장편,일본,588913100,83289,애니메이션,전체관람가,일반영화
2563,지랄발광 17세,켈리 프레몬,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2017-06-28,장편,미국,656251800,83258,코미디,15세이상관람가,독립/예술영화
2564,뷰티풀 크리처스,리차드 라그라브네스,,데이지엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2013-04-18,장편,미국,582030544,82995,스릴러,15세이상관람가,일반영화
2565,사랑에 빠지는 아주 특별한 법칙,피터 호윗,아이리시드림타임 이니티얼엔터테인먼트그룹,(주)쇼타임,코리아픽쳐스(주),2004-11-12,장편,아일랜드,0,82800,멜로/로맨스,15세관람가,일반영화
2566,더 이퀄라이저,안톤 후쿠아,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-01-28,장편,미국,639464500,82779,액션,청소년관람불가,일반영화
2567,라르고 윈치,제롬 샬레,,(주)모션피아,(주)프라임엔터테인먼트,2009-08-20,장편,프랑스,628575878,82610,어드벤처,청소년관람불가,일반영화
2568,씬 시티: 다크히어로의 부활,프랭크 밀러 로버트 로드리게즈,,(주)드림웨스트픽쳐스,메가박스중앙(주)플러스엠,2014-09-11,장편,미국,650282748,82571,액션,청소년관람불가,일반영화
2569,파도가 지나간 자리,데릭 시엔프랜스,,그린나래미디어(주),CGV아트하우스,2017-03-08,장편,미국,634595200,82177,드라마,15세이상관람가,독립/예술영화
2570,다이노X 탐험대,이동희,(주)MBC,,(주)이수C&E,2016-05-04,장편,한국,634339900,82148,애니메이션,전체관람가,독립/예술영화
2571,헌티드,윌리엄 프리드킨,알파빌필름즈,몽타쥬엔터테인먼트(주),(주)튜브엔터테인먼트,2004-03-12,장편,미국,0,81973,액션,18세관람가,일반영화
2572,출국,노규엽,주식회사 디에스이이디,,,2018-11-14,장편,한국,639521850,81722,드라마,15세이상관람가,독립/예술영화
2573,젠틀맨,가이 리치,,(주)콘텐츠게이트,(주)영화사 빅 (주)다날엔터테인먼트,2020-02-26,장편,미국,665658710,81482,범죄,청소년관람불가,일반영화
2574,노 브레인 레이스,제리 주커,알파빌필름즈 파라마운트 픽쳐스,(주)제이엔엔터테인먼트 (주)아름다운영화사,롯데쇼핑㈜롯데시네마,2004-09-24,장편,미국,0,81423,코미디,12세관람가,일반영화
2575,아따맘마 - 극장판,야스미 테츠오,,(주)온미디어,에이원엔터테인먼트,2011-02-17,장편,일본,533355500,81352,애니메이션,전체관람가,일반영화
2576,꼬마참새 리차드: 아프리카 원정대,토비 젠켈 레자 메마리,,(주)우성엔터테인먼트,(주)키다리이엔티,2017-06-15,장편,독일,599076600,81136,애니메이션,전체관람가,독립/예술영화
2577,터널 3D,박규택,(주)필마픽쳐스  (주)씨제이에스지 마당엔터테인먼트,,(주)박수엔터테인먼트,2014-08-20,장편,한국,620874000,80989,공포(호러),15세이상관람가,일반영화
2578,원 챈스,데이빗 프랭클,,(주)우성엔터테인먼트 우성엔터테인먼트,(주)라이크콘텐츠 (주)넥스트엔터테인먼트월드(NEW),2014-03-13,장편,영국,593174100,80977,코미디,12세이상관람가,독립/예술영화
2579,우리  사랑해도 되나요?,토마스 베주차,,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,2005-12-15,장편,미국,0,80900,멜로/로맨스,15세관람가,일반영화
2580,더 퀸,스티븐 프리어스,,(주)유레카픽쳐스,(주)씨지브이신도림,2007-02-15,장편,영국,0,80769,다큐멘터리,12세이상관람가,독립/예술영화
2581,최악의 하루,김종관,㈜인디스토리,,CGV아트하우스,2016-08-25,장편,한국,639959190,80754,멜로/로맨스,15세이상관람가,독립/예술영화
2582,지금은맞고그때는틀리다,홍상수,(주)영화제작전원사,,(주)영화제작전원사  (주)넥스트엔터테인먼트월드(NEW),2015-09-24,장편,한국,664112100,80614,드라마,청소년관람불가,독립/예술영화
2583,엑스페리먼트,폴 쉐어링,인페르노 디스트리뷰션,(주)새인컴퍼니,(주)새인컴퍼니,2010-08-11,장편,미국,583702363,80367,드라마,15세이상관람가,독립/예술영화
2584,아무르,미카엘 하네케,,(주)티캐스트,(주)티캐스트,2012-12-19,장편,프랑스,615934600,80345,드라마,15세이상관람가,독립/예술영화
2585,두 번째 사랑,김진아,나우필름(주) 복스3 필름,,(주)프라임엔터테인먼트,2007-06-21,장편,한국,0,80248,드라마,청소년관람불가,독립/예술영화
2586,프렌즈 위드 베네핏,윌 글럭,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-10-27,장편,미국,591765000,80197,코미디,청소년관람불가,일반영화
2587,런어웨이,게리 플레더,,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,2004-01-30,장편,미국,0,80030,스릴러,15세관람가,일반영화
2588,코치 카터,토머스 카터,엠티비 필름즈,UIP코리아,UIP코리아,2005-05-13,장편,미국,0,80000,드라마,15세관람가,일반영화
2589,에어로너츠,톰 하퍼,,주식회사 더쿱,(주)홈초이스,2020-06-10,장편,영국,691188500,79877,드라마,12세이상관람가,독립/예술영화
2590,로스트 인 더스트,데이빗 맥킨지,,(주)메인타이틀픽쳐스,메가박스중앙(주)플러스엠,2016-11-03,장편,미국,621368822,79812,범죄,15세이상관람가,일반영화
2591,오 마이 그랜파,댄 마저,,(주)수키픽쳐스,판씨네마(주),2016-03-17,장편,미국,632806532,79701,코미디,청소년관람불가,일반영화
2592,타임라인,리차드 도너,파라마운트 픽쳐스,몽타쥬엔터테인먼트(주),(주)튜브엔터테인먼트,2004-02-27,장편,미국,0,79650,SF,15세관람가,일반영화
2593,꿀벌 하치의 대모험,아미노 테츠로,,에이원엔터테인먼트,(주)박수엔터테인먼트 에이원엔터테인먼트,2011-01-13,장편,일본,525369500,79625,애니메이션,전체관람가,일반영화
2594,미쓰 루시힐,조나스 엘머,,(주)쇼박스,(주)쇼박스,2009-04-09,장편,미국,535856585,79471,코미디,12세이상관람가,일반영화
2595,드래곤 스펠: 마법 꽃의 비밀,마누크 데포얀,,㈜코리아스크린,㈜코리아스크린,2017-08-15,장편,독일,582071200,79446,애니메이션,전체관람가,독립/예술영화
2596,소리꾼,조정래,주식회사 제이오엔터테인먼트코리아,,(주)리틀빅픽쳐스,2020-07-01,장편,한국,642120680,79215,사극,12세이상관람가,일반영화
2597,페이스 오브 러브,아리 포신,,(주)더블앤조이픽쳐스,(주)영화사 빅,2014-04-16,장편,미국,585768905,79179,드라마,15세이상관람가,독립/예술영화
2598,분신사바 2,안병기,,(유)조이앤컨텐츠그룹,(주)팝엔터테인먼트,2014-07-16,장편,중국,574836300,79017,공포(호러),15세이상관람가,독립/예술영화
2599,프리다,줄리 테이머,,코리아픽쳐스(주),코리아픽쳐스(주),2003-11-21,장편,미국,0,79000,드라마,18세관람가,독립/예술영화
2600,너와 100번째 사랑,츠키카와 쇼,,(주)엔케이컨텐츠,(주)디스테이션,2017-05-25,장편,일본,620733200,78930,드라마,12세이상관람가,독립/예술영화
2601,극장판 미니특공대: 공룡왕 디노,이영준,(주)삼지애니메이션,,(주)리틀빅픽쳐스,2020-02-06,장편,한국,613273720,78929,애니메이션,전체관람가,일반영화
2602,토토의 움직이는 숲,에스벤 토프트 야콥슨,,(주)메인타이틀픽쳐스,(주)미디어데이,2013-06-20,장편,덴마크,502754000,78571,애니메이션,전체관람가,독립/예술영화
2603,메디엄,피터 콘웰,골드써클필름,(주)누리픽쳐스,에스케이텔레콤(주),2009-07-29,장편,미국,570842804,78494,공포(호러),15세이상관람가,일반영화
2604,오즈: 신기한 마법가루,블라디미르 토로프킨,,(주)스마일이엔티,(주)스마일이엔티,2017-07-20,장편,러시아,565456600,78440,애니메이션,전체관람가,독립/예술영화
2605,세인트 빈센트,데오도르 멜피,,(주)메인타이틀픽쳐스,(주)영화사 빅,2015-03-05,장편,미국,604885528,78336,코미디,12세이상관람가,독립/예술영화
2606,룸,레니 에이브러햄슨,,(주)콘텐츠게이트,(주)팝엔터테인먼트 (주)영화사 빅,2016-03-03,장편,아일랜드,621606700,78253,드라마,15세이상관람가,독립/예술영화
2607,플라이트93,폴 그린그래스,유니버셜 픽쳐스 스튜디오 카날 시드니 키멜 엔터테인먼트 워킹 타이틀 필름,UIP코리아,UIP코리아,2006-09-08,장편,미국,0,78220,범죄,15세관람가,일반영화
2608,나크,조 카나한,,,CJ ENM,2003-06-20,장편,미국,0,78156,범죄,15세관람가,일반영화
2609,모데카이,데이빗 코엡,,(주)나이너스엔터테인먼트,(주)나이너스엔터테인먼트,2015-02-18,장편,미국,624513020,78070,액션,15세이상관람가,일반영화
2610,엑스 마키나,알렉스 가랜드,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-01-21,장편,미국,629716963,78049,SF,청소년관람불가,일반영화
2611,호텔 아르테미스,드류 피어스,,판씨네마(주),판씨네마(주),2018-07-18,장편,미국,646127100,77794,액션,15세이상관람가,일반영화
2612,쓰리 썸머 나잇,김상진,더램프(주) ㈜감독의집,,(주)리틀빅픽쳐스 (주)인벤트스톤,2015-07-15,장편,한국,616132846,77621,코미디,청소년관람불가,일반영화
2613,알이씨(Rec),하우메 발라게로 파코 플라자,,(주)화인컷,유니버설픽쳐스인터내셔널 코리아(유),2008-07-10,장편,스페인,524571500,77533,공포(호러),청소년관람불가,일반영화
2614,아더 우먼,닉 카사베츠,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-11-13,장편,미국,580257218,77341,코미디,15세이상관람가,일반영화
2615,매직 인 더 문라이트,우디 앨런,,(주)드림웨스트픽쳐스,(주)인벤트스톤,2014-08-20,장편,미국,607414281,77308,코미디,12세이상관람가,독립/예술영화
2616,노다메 칸타빌레 Vol.1,타케우치 히데키,시네 바자,(주)미로비젼 아뮤즈코리아(주),(주)미로비젼 아뮤즈코리아(주),2010-09-09,장편,일본,561780176,77074,코미디,전체관람가,일반영화
2617,100 피트,에릭 레드,,(주)토마스엔터프라이즈,(주)싸이더스,2008-07-24,장편,미국,505925500,76985,공포(호러),15세이상관람가,일반영화
2618,참을 수 없는,권칠인,아이앤코스모스(주)시네와이즈필름 (주)시네와이즈필름 (주)에이프릴컴,,(주)시너지하우스 (시너지),2010-10-21,장편,한국,575770952,76965,멜로/로맨스,청소년관람불가,독립/예술영화
2619,정사,패트리스 셰로,,(주)스폰지이엔티 스크린조이,(주)스폰지이엔티 스크린조이,2003-10-31,장편,프랑스,0,76834,드라마,18세관람가,독립/예술영화
2620,타임 패러독스,마이클 스피어리그 피터 스피어이그,,(유)조이앤컨텐츠그룹,(유)조이앤시네마,2015-01-07,장편,호주,602296908,76803,SF,15세이상관람가,독립/예술영화
2621,페이트 스테이 나이트 헤븐즈필 제3장 스프링 송,스도 토모노리,,(주)애니플러스,(주)애니플러스,2020-10-22,장편,일본,696241320,76787,애니메이션,15세이상관람가,일반영화
2622,어쩌다  결혼,박호찬 박수진,(주)비에이엔터테인먼트,,CGV아트하우스,2019-02-27,장편,한국,586584249,76746,멜로/로맨스,12세이상관람가,독립/예술영화
2623,피닉스,존 무어,투엔티쓰 센츄리-폭스 필름 코퍼레이션 데이비스 엔터테인먼트 필름웍스,이십세기폭스필름코퍼레이션,이십세기폭스필름코퍼레이션,2005-02-04,장편,미국,0,76700,액션,12세관람가,일반영화
2624,왓 어 걸 원츠,데니 고든,,,,2003-08-22,장편,미국,0,76400,멜로/로맨스,전체관람가,일반영화
2625,러덜리스,윌리엄 H. 머시,,그린나래미디어(주),그린나래미디어(주),2015-07-09,장편,미국,602152720,76343,코미디,12세이상관람가,독립/예술영화
2626,엽기적인 그녀 2,조근식,(주)신씨네,,(주)리틀빅픽쳐스,2016-05-12,장편,한국,588233900,76321,멜로/로맨스,15세이상관람가,일반영화
2627,왕후 심청,넬슨 신,코아필름서울(주),,(주)영화사한결,2005-08-11,장편,한국,0,75957,애니메이션,전체관람가,일반영화
2628,하이큐!! 끝과 시작,미츠나카 스스무,,(주)에이원엔터테인먼트,(주)팝엔터테인먼트,2016-11-16,장편,일본,544846000,75704,애니메이션,12세이상관람가,일반영화
2629,나의 로맨틱 가이드,도널드 페트리,,(주)성원아이컴,(주)성원아이컴,2009-08-27,장편,미국,535685529,75668,코미디,15세이상관람가,일반영화
2630,오두막,스튜어트 하젤딘,,판씨네마(주),판씨네마(주),2017-04-20,장편,미국,581005200,75657,드라마,12세이상관람가,독립/예술영화
2631,21 그램,알레한드로 곤잘레스 이냐리투,,(주)화인픽쳐스,(주)영화사한결,2004-10-23,장편,미국,0,75647,드라마,18세관람가,독립/예술영화
2632,개구리중사 케로로,사토 준이치,TV 토쿄,무비센트,롯데쇼핑㈜롯데엔터테인먼트,2006-05-04,장편,일본,0,75642,애니메이션,전체관람가,일반영화
2633,피치 퍼펙트: 언프리티 걸즈,엘리자베스 뱅크스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-05-28,장편,미국,591516497,75598,코미디,15세이상관람가,일반영화
2634,블룸 형제 사기단,라이언 존슨,,데이지엔터테인먼트,(주)시너지하우스 (시너지),2009-06-18,장편,미국,502498186,75462,코미디,12세이상관람가,일반영화
2635,조조-황제의 반란,조림산,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2012-10-18,장편,중국,535668500,75297,사극,15세이상관람가,일반영화
2636,뎀,데이빗 모로 자비에 팔뤼,스튜디오 카날,(주)누리픽쳐스,(주)누리픽쳐스,2006-04-20,장편,프랑스,0,75126,공포(호러),15세관람가,일반영화
2637,성춘향뎐,앤디 김 염우태,투너신서울,,영화인,1999-10-16,장편,한국,0,75000,멜로/로맨스,전체관람가,일반영화
2638,브릭 맨션: 통제불능 범죄구역,카밀 들라마레,,주식회사 디앤시엔터테인먼트,씨네그루(주)다우기술,2014-08-27,장편,프랑스,543025047,74912,액션,15세이상관람가,일반영화
2639,귀여워,김수현,튜브픽쳐스(주),,(주)튜브엔터테인먼트,2004-11-26,장편,한국,0,74905,드라마,18세관람가,독립/예술영화
2640,회초리,박광우,(주)영화사메이플러스,,롯데쇼핑㈜롯데엔터테인먼트,2011-05-19,장편,한국,479093000,74765,드라마,12세이상관람가,일반영화
2641,드림업,토드 그라프,,㈜케이디미디어,㈜케이디미디어,2009-09-03,장편,미국,519832169,74416,드라마,12세이상관람가,일반영화
2642,극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,유야마 쿠니히코,,(주)포켓몬코리아,(주)포켓몬코리아,2014-08-13,장편,일본,531113700,74346,애니메이션,전체관람가,일반영화
2643,외톨이,박재식,영화사다물(주),,(주)성원아이컴,2008-09-18,장편,한국,474493500,74282,공포(호러),15세이상관람가,일반영화
2644,에반게리온 : 서(序),안노 히데아키 츠루마키 카즈야 마샤유키,,(주)태원엔터테인먼트,(주)태원엔터테인먼트,2008-01-24,장편,일본,490698000,74242,애니메이션,12세이상관람가,일반영화
2645,쿵후팬더: 영웅의 탄생,레오 로,,(주)포커스엔터테인먼트,(주)미디어데이,2013-07-04,장편,중국,465317000,74143,애니메이션,전체관람가,독립/예술영화
2646,센츄리온,닐 마샬,셀라도르,(주)쇼박스,(주)쇼박스,2010-08-26,장편,영국,553415176,74131,액션,청소년관람불가,독립/예술영화
2647,피라냐 3DD,존 걸레거,,(유)조이앤컨텐츠그룹,롯데쇼핑㈜롯데엔터테인먼트,2012-08-01,장편,미국,639495500,74044,공포(호러),청소년관람불가,일반영화
2648,로맨틱 헤븐,장진,(주)시네마서비스글로벌,,(주)시네마서비스,2011-03-24,장편,한국,542739500,73729,드라마,12세이상관람가,일반영화
2649,베니싱,브래드 앤더슨,,(주)누리픽쳐스,(주)넥스트엔터테인먼트월드(NEW),2011-03-31,장편,미국,542044000,73582,미스터리,12세이상관람가,일반영화
